,id,city,area,community,part,source
180,1120,dubai,jumeirah village circle (jvc),jvc district 15,sydney villas,https://uae.dubizzle.com/
964,1904,ras al khaimah,al marjan island,pacific,tahiti,https://uae.dubizzle.com/
1160,2100,dubai,palm jumeirah,the crescent,taj grandeur residences,https://uae.dubizzle.com/
663,1603,abu dhabi,al reem island,marina square,tala tower,https://www.bayut.com/
671,1611,abu dhabi,al reem island,marina square,tamouh tower,https://www.bayut.com/
1336,2276,dubai,jumeirah lake towers (jlt),jlt cluster u,tamweel tower,https://uae.dubizzle.com/
1222,2162,dubai,palm jumeirah,tiara residences,tanzanite,https://uae.dubizzle.com/
1460,2400,dubai,jumeirah village triangle (jvt),jvt district 5,taraf 2 residence,https://uae.dubizzle.com/
1426,2366,dubai,jumeirah village triangle (jvt),jvt district 3,terhab hotel and towers,https://uae.dubizzle.com/
102,1042,dubai,jumeirah village circle (jvc),jvc district 11,terrazzo residences,https://uae.dubizzle.com/
356,1296,dubai,palm jumeirah,the crescent,th8,https://www.bayut.com/
502,1442,dubai,downtown dubai,address dubai mall,the address fountain views 1,https://uae.dubizzle.com/
503,1443,dubai,downtown dubai,address dubai mall,the address fountain views 2,https://uae.dubizzle.com/
504,1444,dubai,downtown dubai,address dubai mall,the address fountain views 3,https://uae.dubizzle.com/
505,1445,dubai,downtown dubai,address dubai mall,the address fountain views sky collection 1,https://uae.dubizzle.com/
327,1267,dubai,downtown dubai,the address residences dubai opera,the address residences dubai opera tower 1,https://www.bayut.com/
326,1266,dubai,downtown dubai,the address residences dubai opera,the address residences dubai opera tower 2,https://www.bayut.com/
519,1459,dubai,downtown dubai,the address residence sky view,the address sky view tower 1,https://uae.dubizzle.com/
520,1460,dubai,downtown dubai,the address residence sky view,the address sky view tower 2,https://uae.dubizzle.com/
278,1218,dubai,business bay,the atria,the atria residences,https://uae.dubizzle.com/
7,846,dubai,jumeirah village circle (jvc),jvc district 10,the autograph,https://uae.dubizzle.com/
635,1575,abu dhabi,yas island,yas bay,the bay residence,https://www.bayut.com/
1144,2084,sharjah,al majaz,al majaz 3,the blue tower,https://uae.dubizzle.com/
675,1615,abu dhabi,al reem island,city of lights,the boardwalk residence,https://www.bayut.com/
839,1779,sharjah,aljada,naseej district,the boulevard,https://www.bayut.com/
650,1590,abu dhabi,al reem island,shams abu dhabi,the bridges,https://www.bayut.com/
621,1561,abu dhabi,yas island,yas acres,the cedars,https://www.bayut.com/
412,1352,dubai,arjan,the central downtown,the central downtown tower a,https://www.bayut.com/
413,1353,dubai,arjan,the central downtown,the central downtown tower b,https://www.bayut.com/
411,1351,dubai,arjan,the central downtown,the central downtown tower c,https://www.bayut.com/
410,1350,dubai,arjan,the central downtown,the central downtown tower d,https://www.bayut.com/
1425,2365,dubai,jumeirah village triangle (jvt),jvt district 3,the community,https://uae.dubizzle.com/
424,1364,dubai,dubai creek harbour,the cove,the cove building 1,https://www.bayut.com/
426,1366,dubai,dubai creek harbour,the cove,the cove building 2,https://www.bayut.com/
425,1365,dubai,dubai creek harbour,the cove,the cove building 3,https://www.bayut.com/
427,1367,dubai,dubai creek harbour,the cove,the cove ii building 10,https://www.bayut.com/
435,1375,dubai,dubai creek harbour,the cove ii,the cove ii building 11,https://www.bayut.com/
431,1371,dubai,dubai creek harbour,the cove ii,the cove ii building 4,https://www.bayut.com/
434,1374,dubai,dubai creek harbour,the cove ii,the cove ii building 5,https://www.bayut.com/
436,1376,dubai,dubai creek harbour,the cove ii,the cove ii building 6,https://www.bayut.com/
433,1373,dubai,dubai creek harbour,the cove ii,the cove ii building 7,https://www.bayut.com/
432,1372,dubai,dubai creek harbour,the cove ii,the cove ii building 8,https://www.bayut.com/
423,1363,dubai,dubai creek harbour,the cove,the cove ii building 9,https://www.bayut.com/
1491,2431,dubai,sobha hartland,the crest,the crest tower a,https://uae.dubizzle.com/
1489,2429,dubai,sobha hartland,the crest,the crest tower b,https://uae.dubizzle.com/
1490,2430,dubai,sobha hartland,the crest,the crest tower c,https://uae.dubizzle.com/
1492,2432,dubai,sobha hartland,the crest,the crest tower d,https://uae.dubizzle.com/
619,1559,abu dhabi,yas island,yas acres,the dahlias,https://www.bayut.com/
444,1384,dubai,dubai creek harbour,dubai creek residences,the dubai creek residences north podium,https://www.bayut.com/
441,1381,dubai,dubai creek harbour,dubai creek residences,the dubai creek residences south podium,https://www.bayut.com/
709,1649,abu dhabi,saadiyat island,saadiyat reserve,the dunes,https://www.bayut.com/
212,1152,dubai,jumeirah village circle (jvc),jvc district 17,the east crest,https://www.bayut.com/
264,1204,dubai,business bay,the edge,the edge tower a,https://uae.dubizzle.com/
265,1205,dubai,business bay,the edge,the edge tower b,https://uae.dubizzle.com/
559,1499,dubai,al furjan,al furjan west,the estate ii townhouses,https://www.bayut.com/
207,1147,dubai,jumeirah village circle (jvc),jvc district 16,the f1fth,https://www.bayut.com/
1213,2153,dubai,palm jumeirah,the fairmont palm residences,the fairmont palm residence north,https://uae.dubizzle.com/
1214,2154,dubai,palm jumeirah,the fairmont palm residences,the fairmont palm residence south,https://uae.dubizzle.com/
579,1519,dubai,mohammed bin rashid city,district 11,the fields,https://www.bayut.com/
37,876,dubai,jumeirah village circle (jvc),jvc district 10,the haven residences,https://uae.dubizzle.com/
1459,2399,dubai,jumeirah village triangle (jvt),jvt district 5,the imperial residence,https://uae.dubizzle.com/
812,1752,dubai,dubai marina,the jewels,the jewel tower a,https://uae.dubizzle.com/
811,1751,dubai,dubai marina,the jewels,the jewel tower b,https://uae.dubizzle.com/
1532,2472,sharjah,aljada,east village,the link 1,https://www.bayut.com/
570,1510,dubai,downtown dubai,the lofts,the lofts central tower,https://uae.dubizzle.com/
569,1509,dubai,downtown dubai,the lofts,the lofts east,https://uae.dubizzle.com/
567,1507,dubai,downtown dubai,the lofts,the lofts podium,https://uae.dubizzle.com/
568,1508,dubai,downtown dubai,the lofts,the lofts west,https://uae.dubizzle.com/
618,1558,abu dhabi,yas island,yas acres,the magnolias,https://www.bayut.com/
9,848,dubai,jumeirah village circle (jvc),jvc district 10,the manhattan,https://uae.dubizzle.com/
476,1416,dubai,downtown dubai,old town,the old town island,https://uae.dubizzle.com/
1433,2373,dubai,jumeirah village triangle (jvt),jvt district 7,the one,https://uae.dubizzle.com/
52,891,dubai,jumeirah village circle (jvc),jvc district 14,the one at jumeirah village circle,https://uae.dubizzle.com/
76,1016,dubai,jumeirah village circle (jvc),jvc district 12,the orchard place,https://www.bayut.com/
1346,2286,dubai,jumeirah lake towers (jlt),jlt cluster c,the palladium,https://uae.dubizzle.com/
715,1655,abu dhabi,saadiyat island,saadiyat beach,the pearl residences,https://www.bayut.com/
924,1864,dubai,jumeirah village circle (jvc),jvc district 12,the portman,https://uae.dubizzle.com/
533,1473,dubai,downtown dubai,the residences,the residence 1,https://uae.dubizzle.com/
848,1788,dubai,downtown dubai,the residences,the residence 3,https://uae.dubizzle.com/
852,1792,dubai,downtown dubai,the residences,the residence 4,https://uae.dubizzle.com/
851,1791,dubai,downtown dubai,the residences,the residence 5,https://uae.dubizzle.com/
531,1471,dubai,downtown dubai,the residences,the residence 6,https://uae.dubizzle.com/
532,1472,dubai,downtown dubai,the residences,the residence 7,https://uae.dubizzle.com/
530,1470,dubai,downtown dubai,the residences,the residence 8,https://uae.dubizzle.com/
850,1790,dubai,downtown dubai,the residences,the residence 9,https://uae.dubizzle.com/
926,1866,dubai,jumeirah village circle (jvc),jvc district 12,the residence by prestige one,https://uae.dubizzle.com/
1418,2358,dubai,mohammed bin rashid city,district one,the residences,https://uae.dubizzle.com/
589,1529,dubai,mohammed bin rashid city,district one,the residences at district one,https://www.bayut.com/
849,1789,dubai,downtown dubai,the residences,the residences villas,https://uae.dubizzle.com/
1063,2003,sharjah,aljada,east village,the riff,https://uae.dubizzle.com/
355,1295,dubai,palm jumeirah,the crescent,the royal atlantis resort ,https://www.bayut.com/
585,1525,dubai,mohammed bin rashid city,district 11,the sanctuary by ellington,https://www.bayut.com/
1064,2004,sharjah,aljada,east village,the solo,https://uae.dubizzle.com/
705,1645,abu dhabi,saadiyat island,saadiyat cultural district,the source,https://www.bayut.com/
704,1644,abu dhabi,saadiyat island,saadiyat cultural district,the source ii,https://www.bayut.com/
708,1648,abu dhabi,saadiyat island,saadiyat cultural district,the source terraces,https://www.bayut.com/
582,1522,dubai,mohammed bin rashid city,district 11,the spark by esnaad,https://www.bayut.com/
957,1897,dubai,jumeirah village circle (jvc),jvc district 13,the square tower,https://uae.dubizzle.com/
556,1496,dubai,al furjan,al furjan west,the stella’s by murano,https://www.bayut.com/
252,1192,dubai,business bay,the sterling,the sterling east,https://uae.dubizzle.com/
253,1193,dubai,business bay,the sterling,the sterling west,https://uae.dubizzle.com/
1592,2532,ajman,al zorah,district 9,the strip,https://www.bayut.com/
1509,2449,dubai,sobha hartland,the terraces,the terraces north,https://uae.dubizzle.com/
1510,2450,dubai,sobha hartland,the terraces,the terraces south,https://uae.dubizzle.com/
210,1150,dubai,jumeirah village circle (jvc),jvc district 16,the vybe,https://www.bayut.com/
698,1638,abu dhabi,al reem island,najmat abu dhabi,the wave,https://www.bayut.com/
800,1740,dubai,dubai marina,the waves,the waves tower a,https://uae.dubizzle.com/
801,1741,dubai,dubai marina,the waves,the waves tower b,https://uae.dubizzle.com/
825,1765,dubai,arjan,the wings,the wings b,https://uae.dubizzle.com/
826,1766,dubai,arjan,the wings,the wings c,https://uae.dubizzle.com/
588,1528,dubai,mohammed bin rashid city,district 11,the woodland residences,https://www.bayut.com/
553,1493,dubai,al furjan,al furjan west,tilal al furjan,https://www.bayut.com/
838,1778,sharjah,aljada,naseej district,tiraz,https://www.bayut.com/
786,1726,abu dhabi,zayed city,bloom living,toledo,https://www.bayut.com/
961,1901,ras al khaimah,al marjan island,pacific,tonga,https://uae.dubizzle.com/
1594,2534,sharjah,al khan,maryam island,topaz residences,https://www.bayut.com/
820,1760,dubai,arjan,torino by oro24,torino by oro24 building 3,https://uae.dubizzle.com/
818,1758,dubai,arjan,torino by oro24,torino by oro24 building 4,https://uae.dubizzle.com/
819,1759,dubai,arjan,torino by oro24,torino by oro24 building 5,https://uae.dubizzle.com/
821,1761,dubai,arjan,torino by oro24,torino by oro24 building 6,https://uae.dubizzle.com/
1136,2076,abu dhabi,al reef,al reef downtown,tower 1,https://uae.dubizzle.com/
186,1126,dubai,jumeirah village circle (jvc),jvc district 18,tower 108,https://www.bayut.com/
1141,2081,abu dhabi,al reef,al reef downtown,tower 28,https://uae.dubizzle.com/
1140,2080,abu dhabi,al reef,al reef downtown,tower 5,https://uae.dubizzle.com/
700,1640,abu dhabi,al reem island,marlin,tower a,https://www.bayut.com/
474,1414,dubai,dubai hills estate,elvira,tower a,https://www.bayut.com/
245,1185,dubai,business bay,damac towers by paramount hotels and resorts,tower a,https://uae.dubizzle.com/
699,1639,abu dhabi,al reem island,marlin,tower b,https://www.bayut.com/
475,1415,dubai,dubai hills estate,elvira,tower b,https://www.bayut.com/
244,1184,dubai,business bay,damac towers by paramount hotels and resorts,tower b,https://uae.dubizzle.com/
243,1183,dubai,business bay,damac towers by paramount hotels and resorts,tower c,https://uae.dubizzle.com/
246,1186,dubai,business bay,damac towers by paramount hotels and resorts,tower d,https://uae.dubizzle.com/
1432,2372,dubai,jumeirah village triangle (jvt),jvt district 7,tranquil wellness tower,https://uae.dubizzle.com/
807,1747,dubai,dubai marina,trident marinascape,trident marinascape avant tower,https://uae.dubizzle.com/
806,1746,dubai,dubai marina,trident marinascape,trident marinascape oceanic tower,https://uae.dubizzle.com/
14,853,dubai,jumeirah village circle (jvc),jvc district 10,tuscan residence,https://uae.dubizzle.com/
44,883,dubai,jumeirah village circle (jvc),jvc district 10,uniestate prime tower,https://uae.dubizzle.com/
528,1468,dubai,jumeirah lake towers (jlt),upper house,upper house east,https://www.bayut.com/
529,1469,dubai,jumeirah lake towers (jlt),upper house,upper house west,https://www.bayut.com/
1087,2027,sharjah,muwaileh,al zahia,uptown al zahia,https://uae.dubizzle.com/
1339,2279,dubai,jumeirah lake towers (jlt),uptown dubai,uptown tower,https://uae.dubizzle.com/
75,1015,dubai,jumeirah village circle (jvc),jvc district 12,v1ter residence,https://www.bayut.com/
551,1491,dubai,jumeirah lake towers (jlt),jlt cluster v,v3 tower,https://www.bayut.com/
182,1122,dubai,jumeirah village circle (jvc),jvc district 15,valencia park,https://uae.dubizzle.com/
334,1274,dubai,downtown dubai,vida dubai mall,vida dubai mall tower 1,https://www.bayut.com/
335,1275,dubai,downtown dubai,vida dubai mall,vida dubai mall tower 2,https://www.bayut.com/
628,1568,abu dhabi,yas island,yas golf collection,views a,https://www.bayut.com/
627,1567,abu dhabi,yas island,yas golf collection,views b,https://www.bayut.com/
629,1569,abu dhabi,yas island,yas golf collection,views f,https://www.bayut.com/
631,1571,abu dhabi,yas island,yas golf collection,views g,https://www.bayut.com/
526,1466,dubai,jumeirah lake towers (jlt),viewz by danube,viewz 1 by danube,https://www.bayut.com/
527,1467,dubai,jumeirah lake towers (jlt),viewz by danube,viewz 2 by danube,https://www.bayut.com/
175,1115,dubai,jumeirah village circle (jvc),jvc district 15,villa myra,https://uae.dubizzle.com/
833,1773,dubai,arjan,vincitore boulevard,vincitore boulevard a,https://uae.dubizzle.com/
834,1774,dubai,arjan,vincitore boulevard,vincitore boulevard b,https://uae.dubizzle.com/
831,1771,dubai,arjan,vincitore boulevard,vincitore boulevard e,https://uae.dubizzle.com/
832,1772,dubai,arjan,vincitore boulevard,vincitore boulevard f,https://uae.dubizzle.com/
48,887,dubai,jumeirah village circle (jvc),jvc district 14,violet tower,https://uae.dubizzle.com/
220,1160,dubai,jumeirah village circle (jvc),jvc district 17,vita grande,https://www.bayut.com/
853,1793,dubai,jumeirah village circle (jvc),jvc district 10,vitality residence,https://www.bayut.com/
1431,2371,dubai,jumeirah village triangle (jvt),jvt district 7,volga tower,https://uae.dubizzle.com/
584,1524,dubai,mohammed bin rashid city,district 11,wadi villas,https://www.bayut.com/
560,1500,dubai,al furjan,al furjan west,wellington residence,https://www.bayut.com/
933,1873,dubai,jumeirah village circle (jvc),jvc district 12,westar azure,https://uae.dubizzle.com/
130,1070,dubai,jumeirah village circle (jvc),jvc district 11,westar constellation villas,https://uae.dubizzle.com/
934,1874,dubai,jumeirah village circle (jvc),jvc district 12,westar crest,https://uae.dubizzle.com/
41,880,dubai,jumeirah village circle (jvc),jvc district 10,westar les castelets,https://uae.dubizzle.com/
70,1010,dubai,jumeirah village circle (jvc),jvc district 13,westar reflections,https://uae.dubizzle.com/
66,1006,dubai,jumeirah village circle (jvc),jvc district 13,westar vista,https://uae.dubizzle.com/
188,1128,dubai,jumeirah village circle (jvc),jvc district 18,westwood grande,https://www.bayut.com/
1508,2448,dubai,sobha hartland,wilton park residences,wilton park residences i,https://uae.dubizzle.com/
1507,2447,dubai,sobha hartland,wilton park residences,wilton park residences ii,https://uae.dubizzle.com/
1325,2265,dubai,jumeirah lake towers (jlt),wind towers,wind tower i,https://uae.dubizzle.com/
1326,2266,dubai,jumeirah lake towers (jlt),wind towers,wind tower ii,https://uae.dubizzle.com/
985,1925,ras al khaimah,al marjan island,bab al bahr residences,yakout building,https://uae.dubizzle.com/
329,1269,dubai,downtown dubai,old town,yansoon,https://www.bayut.com/
333,1273,dubai,downtown dubai,old town,zaafaran,https://www.bayut.com/
331,1271,dubai,downtown dubai,old town,zanzebeel,https://www.bayut.com/
149,1089,dubai,jumeirah village circle (jvc),jvc district 15,zaya hameni,https://www.bayut.com/
1434,2374,dubai,jumeirah village triangle (jvt),jvt district 7,zazen one,https://uae.dubizzle.com/
